business_id,name,rating,review_count,price,is_closed,latitude,longitude,address,city,state,zip_code,categories,category_aliases,phone,distance_meters,search_area
_WcXRZsOqjN2aPTJuqHj1Q,Arlington Community Market,5.0,5,,False,34.0184895952761,-118.31776090215476,3798 Arlington Ave,Los Angeles,CA,90018,Grocery,grocery,+13232902309,7786.116572912715,Los Angeles
PidXKhu6DGVtsQ3R2gpCJA,Ray & Roy's Market,5.0,6,$,False,34.03786,-118.20636,2800 E 4th St Los Angeles,Los Angeles,CA,90033,"Grocery, Beer, Wine & Spirits","grocery, beer_and_wine",+13232620305,3787.0557255271247,Los Angeles
nKuOY62-JCCz8P1JGS37Ag,Mother's Nutritional Center,5.0,5,,False,34.040441,-118.292628,1605 W. Washington Blvd,Los Angeles,CA,90006,"Health Markets, Grocery","healthmarkets, grocery",+13237311212,4694.797671334426,Los Angeles
SJVOpBtjgLfvMsjqTGUCHw,Mother's Nutritional Center,5.0,19,,False,33.943996,-118.2049976,3726 Tweedy Blvd,South Gate,CA,90280,"Grocery, Health Markets","grocery, healthmarkets",+13235536100,12636.120015112014,Los Angeles
GS1dS-wkxDsnTeoY5dsQSQ,Le Market,5.0,22,$$,False,34.1719951,-118.4057182,12516 Burbank Blvd,North Hollywood,CA,91607,Grocery,grocery,+18187635223,20002.091514624968,Los Angeles
TONVbPLBJLCCozcahibKNg,Fickett Market,5.0,9,,False,34.0498112887144,-118.203446567059,711 N Fickett St,Los Angeles,CA,90033,"Grocery, Beer, Wine & Spirits","grocery, beer_and_wine",+13236855078,3709.834953745864,Los Angeles
-dqD77HHUkVorH9a_OOewA,Mother's Nutritional Center,5.0,11,$$,False,33.95923872697177,-118.26992960244677,260 E Manchester Blvd,Los Angeles,CA,90003,"Health Markets, Grocery","healthmarkets, grocery",+13239050077,10615.810184880726,Los Angeles
4xPMgJGkBUUQjLL59VxLdA,Tony's Market,5.0,5,,False,34.091743,-118.21025,3926 N Figueroa St,Los Angeles,CA,90065,Grocery,grocery,+13232238911,5371.127851755175,Los Angeles
eUoyOhalZQQ64yl_MLQ1Qw,Grill House Meat Store,5.0,22,,False,33.990681,-118.3949,5592 Sepulveda Blvd,Culver City,CA,90230,"Grocery, Butcher","grocery, butcher",,15525.27698980957,Los Angeles
1HLX782khciDbBf7KUdfoQ,Sunrise To Sunset Quality Food Services,5.0,22,$,False,34.171558,-118.3355326,2518 W Magnolia Blvd,Burbank,CA,91505,"Grocery, Caterers","grocery, catering",+18188484294,15720.32339270776,Los Angeles
ZlcSMZPIX6N3nyS5uhaSFQ,Durango Market,4.9,16,$,False,33.9312030033869,-118.282912150221,11227 S Figueroa St,Los Angeles,CA,90061,"Mexican, Grocery","mexican, grocery",+13237551925,13931.458087715542,Los Angeles
p-dQqtYHqRp7rX8TS_jCJQ,Sara's Market,4.9,30,$,False,34.05258,-118.18893,3455 City Terrace Dr,Los Angeles,CA,90063,"Grocery, Beer, Wine & Spirits","grocery, beer_and_wine",+13232686809,5052.669415120126,Los Angeles
ST6T1AMlU4x0XhP6oKASsQ,Pickford Market,4.9,15,$,False,34.0402717590332,-118.339469909668,4566 Pickford St,Los Angeles,CA,90019,"Grocery, Beer, Wine & Spirits, Delis","grocery, beer_and_wine, delis",+13239338797,8923.453852890463,Los Angeles
astt8ndzQt7MogkCxqM9NQ,Avocado Toast & Grocery,4.9,12,,False,34.0358081,-118.2299336,,Los Angeles,CA,90021,"Food Delivery Services, Grocery","fooddeliveryservices, grocery",+18036294647,2220.593431508033,Los Angeles
gPQf3I2DqR2FAHqE8QzRBg,Carniceria Monarca,4.9,23,$$,False,33.99065635085447,-118.1214042,1200 S Greenwood Ave,Montebello,CA,90640,Grocery,grocery,+13234771355,13185.809118923273,Los Angeles
MG41swiJ_FqP96GSJI4gQQ,Mother's Nutritional Center,4.9,10,$,False,33.97217714628117,-118.21054105275957,3180 E Florence Ave,Huntington Park,CA,90255,"Grocery, Health Markets","grocery, healthmarkets",+13235889560,9408.381982142968,Los Angeles
TSe3apQ9KHy6itxP_LJwUg,Mother's Nutritional Center,4.9,10,,False,33.9758588,-118.3577884,943 N La Brea Ave,Inglewood,CA,90302,"Grocery, Health Markets","grocery, healthmarkets",+13106719010,13570.55045194522,Los Angeles
6ZEOeS76-noBLtCNFtFEdw,Burden Of Proof,4.9,26,,False,34.11596010711153,-118.1565455,1012 Mission St,South Pasadena,CA,91030,"Beer, Wine & Spirits, Flowers & Gifts, Grocery","beer_and_wine, flowers, grocery",+16263990156,10709.220091067913,Los Angeles
WXB0BQ3pvOLS4mKpuMpWUg,Guadalupana Market,4.9,8,,False,34.0693763387351,-118.215365029306,2062 Daly St,Los Angeles,CA,90031,Grocery,grocery,+13232251954,3234.320366713428,Los Angeles
PteX6X64s9IwLvoqIwk6Bg,Lake Avenue Market,4.9,15,$,False,34.160456,-118.1326249,843 N Lake Ave,Pasadena,CA,91104,Grocery,grocery,+16263980931,15780.251561268202,Los Angeles
YoZj_IZtThWd6QVs-9n9Tg,Venus Food Store,4.9,7,$$,False,34.0813799276347,-118.177669867873,3102 N Eastern Ave,Los Angeles,CA,90032,"Grocery, Fruits & Veggies","grocery, markets",+13233439232,6893.522556912907,Los Angeles
bVhVV1RWelln7TDzip_HtQ,Hank's Mini Market,4.8,12,,False,33.97487,-118.32958,3301 W Florence Ave,Los Angeles,CA,90043,Grocery,grocery,+13236156305,11688.932876921866,Los Angeles
Fh56YUX_0MahgA69Ug9SPA,Yama Sushi Marketplace,4.8,194,,False,34.05247,-118.30571,3178 Olympic Boulevard Los Angeles Ca 90006,Los Angeles,CA,90006,"Seafood Markets, Japanese, Grocery","seafoodmarkets, japanese, grocery",+13237950003,5703.665665280627,Los Angeles
rkbKzCogiR6N2LEIFpSgbQ,Mother's Nutritional Center,4.8,29,$,False,34.0208021,-118.3352349,3665 Crenshaw Blvd,Los Angeles,CA,90016,"Grocery, Health Markets","grocery, healthmarkets",+13232965579,9144.156854943383,Los Angeles
ZD0usQ3pU6AaAARi6B0t3Q,re_ grocery,4.8,60,,False,34.143114,-118.396635,12142 Ventura Blvd,Studio City,CA,91604,Grocery,grocery,+17472052279,17337.38881067756,Los Angeles
f2iZARbaEaOuQPw9MFOgFA,Sasoun Produce,4.8,158,$,False,34.0907066,-118.3011661,5116 Santa Monica Blvd,Los Angeles,CA,90029,"Grocery, Fruits & Veggies, Health Markets","grocery, markets, healthmarkets",+13239282829,6808.042432933277,Los Angeles
Q4DKEgQebH-T76KTd71oBw,Pink Dot Xpress,5.0,4,,False,34.0925094,-118.3780608,8570 W Sunset Blvd,West Hollywood,CA,90069,"Grocery, Organic Stores, Health Markets","grocery, organic_stores, healthmarkets",+13235381420,13162.131379302495,Los Angeles
Yu5F8V355GBm7a3LHnUTHw,Rajo African Products,5.0,4,,False,33.9934929460287,-118.330534994602,5356 Crenshaw Blvd,Los Angeles,CA,90043,Grocery,grocery,+13232991989,10315.643023464725,Los Angeles
rPui3Iqvlbk6H9Y5wtb7XQ,A & G Food Mart,5.0,4,$,False,34.05867,-118.34578,901 S La Brea Ave,Los Angeles,CA,90036,"Beer, Wine & Spirits, Grocery","beer_and_wine, grocery",+13239374009,9445.634923830648,Los Angeles
5o84PUlutX9WxRoFG8xNbA,Bevwood Mkt,5.0,4,,False,34.0464287,-118.3858566,1800 S Robertson Blvd,Los Angeles,CA,90035,Grocery,grocery,+13102044950,13103.955227314387,Los Angeles
UNe_d5SVaMmHSP414ZHfLw,Unity Bagels - Melrose Place Farmers Market,5.0,13,,False,34.083471,-118.373747,8400 Melrose Ave,Los Angeles,CA,90069,Bagels,bagels,+14242399696,12473.224787529705,Los Angeles
PpMQtfRYfEFRdYaoSlrUIw,Ashlis Pastries,5.0,12,,False,34.06553,-118.08167,,Rosemead,CA,91770,"Custom Cakes, Desserts, Cupcakes","customcakes, desserts, cupcakes",+16262013663,14841.630168198377,Los Angeles
11l18hA2mQTg8vF36xvMaQ,Backdrop Lounge,5.0,19,$$,False,34.138167,-118.365159,10730 Ventura Blvd,Studio City,CA,91604,Lounges,lounges,+18186239100,14710.927948572276,Los Angeles
oO76XpHIGnWxi2kXcC05zw,Kneady,5.0,19,$,False,34.1147313,-118.3637264,Delivery Only No Storefront,Los Angeles,CA,90046,"Desserts, Food Delivery Services, Caterers","desserts, fooddeliveryservices, catering",+13236861908,13058.745827794717,Los Angeles
NRSi2jSCOUyqmbUhNjzzeA,Cano's Mexican Restaurant,5.0,15,$$,False,33.9600357413292,-118.277306556702,258 W Manchester Ave,Los Angeles,CA,90003,Mexican,mexican,+13233202472,10706.14791688855,Los Angeles
8PM9bOr2I1i0uT4qEDwRQA,El Ranchito Taco Truck,5.0,5,$,False,34.0475377,-118.227497,1202 E 1st St,Los Angeles,CA,90033,"Mexican, Food Stands","mexican, foodstands",,1574.216928118789,Los Angeles
ljR4MMCHXSsds_VPEZ68xQ,La Tea Da by Ruth,5.0,7,,False,34.1649398803711,-118.372230529785,,Los Angeles,CA,91601,"Party & Event Planning, Desserts","eventplanning, desserts",+18182812698,16789.792035039754,Los Angeles
LxXO3JLO3drgX_4ekOfg0A,Reef Creations,5.0,13,,False,34.20424410060298,-118.4855637,16153 Leadwell St,Lake Balboa,CA,91406,"Aquariums, Aquarium Services, Local Fish Stores","aquariums, aquariumservices, localfishstores",+18184586486,27954.32636989266,Los Angeles
Cdm3OAa1FXMOQ-AnCAXc6g,Pasadena Armenian Genocide Memorial,5.0,7,,False,34.14954097847297,-118.1472411,162-172 E Walnut St,Pasadena,CA,91103,Landmarks & Historical Buildings,landmarks,,14001.255117819357,Los Angeles
TEJiwos4XRIMIsXkGlYvww,American Legion Post 280,5.0,5,,False,34.149341583252,-118.096382141113,179 N Vinedo Ave,Pasadena,CA,91107,"Venues & Event Spaces, Dive Bars, Sports Bars","venues, divebars, sportsbars",+16267929938,17335.535174436896,Los Angeles
DaA5qlZgQsHK4PuqVYVbJw,Due Mani Pizza,5.0,6,,False,34.00455,-118.26009,,Los Angeles,CA,90011,"Pizza, Food Trucks","pizza, foodtrucks",+16308536425,5112.664419282028,Los Angeles
_jJG26u-VxghFu1WT8MTzw,Appojax Design,5.0,6,,False,34.13762378831417,-118.20763086710514,,Los Angeles,CA,90041,"Commissioned Artists, Public Art","commissionedartists, publicart",+16692358886,10062.603291612635,Los Angeles
nRvDoMfYH0j-PVjijh_gBQ,Pasteliux Vegan Bakery,5.0,16,,False,34.057512,-118.173128,4308 City Terrace Dr,Los Angeles,CA,90063,Bakeries,bakeries,+13232196746,6526.705483885674,Los Angeles
7N_addJ8nf5vsMU6hgO80A,Jefita's kitchen,5.0,5,,False,33.922874450683594,-118.27564239501952,,Los Angeles,CA,90061,"Mexican, Food Stands, Caterers","mexican, foodstands, catering",+13234043049,14987.135446602857,Los Angeles
WQELfJ2vuP-Eq-3ods3cZw,Mariscos Estilo Sinaloa,5.0,5,,False,34.0255465,-118.2589349,2113 San Pedro St,Los Angeles,CA,90011,"Seafood, Mexican, Street Vendors","seafood, mexican, streetvendors",,3274.546144758221,Los Angeles
gnG34UY7ihDJa0k589jfTw,Mom and Pop Shop,5.0,5,,False,33.733330507151486,-118.27433677436652,,Los Angeles,CA,90731,"Ice Cream & Frozen Yogurt, Candy Stores, Food Trucks","icecream, candy, foodtrucks",+14242291758,35569.21507532151,Los Angeles
dFK5LCaPCV5MIiVCHdhAuQ,La Reyna De Michoacan,5.0,6,$,False,33.98149380582266,-118.2211612,2758 E Gage Ave,Huntington Park,CA,90255,Ice Cream & Frozen Yogurt,icecream,+13235874512,8131.963900692432,Los Angeles
aqUNhuCkak9MrLgQcUgefA,Ono,5.0,8,,False,34.040207,-118.275536,915 Venice Blvd,Los Angeles,CA,90015,"Juice Bars & Smoothies, Pop-Up Restaurants","juicebars, popuprestaurants",+12133570614,3225.4793396641494,Los Angeles
dkuZxiiSe0Cbwn2zriicMg,Baja Tacos Fish Chef,5.0,12,,False,34.042377,-118.364566,5768 W North Venice Blvd,Los Angeles,CA,90019,"Mexican, Caterers","mexican, catering",+13106545988,11192.284419960926,Los Angeles
W28auFTQjLdBUHeJOJB4AA,Shohei Ohtani Mural,5.0,5,,False,34.04967,-118.24011,328 1st St,Los Angeles,CA,90012,Public Art,publicart,,420.61088980986597,Los Angeles
wSdbNJeOtawbXYtsZ_9RtA,Tacos Elizalde,5.0,6,,False,34.00455,-118.26009,,Los Angeles,CA,90011,"Tacos, Food Stands","tacos, foodstands",+13239526926,5112.664419282028,Los Angeles
MCJbMTmlp_50cSdw0_aTdg,Velarde's Fruit,5.0,8,$,False,34.056791,-118.238854,Historic Olvera St,Los Angeles,CA,90012,"Fruits & Veggies, Street Vendors","markets, streetvendors",+12139489243,678.1697936447836,Los Angeles
9cj4bdR3vcJNIlVZuPPLSg,Firefly Bartending,5.0,6,,False,34.20946,-118.35488,,San Fernando Valley,CA,91604,"Bartenders, Caterers, Cocktail Bars","bartenders, catering, cocktailbars",+18184658310,17089.797891756076,Los Angeles
M-kII_J4s2PZig2W-Trmdg,The Mattachine Steps,5.0,7,,False,34.0952778,-118.2611156,2348 Cove Ave,Los Angeles,CA,90039,Hiking,hiking,,5051.471061608491,Los Angeles
Vj0hhjTKwS-4m74FJoz7Aw,Pretzel-Me,5.0,9,$$,False,34.0779881,-118.1415261,,Alhambra,CA,91803,Bakeries,bakeries,+16266951724,9838.779985605857,Los Angeles
dDcXdw2rFpgxI2XtifsdhQ,JJ's Cake Pops,5.0,7,$$,False,33.93103798230139,-118.273895,Imperial Hwy And Main St,Los Angeles,CA,90061,Bakeries,bakeries,+13236204110,13757.18274091833,Los Angeles
TAyqI4E1NdJhOrdTQcHgig,Neon Pizza,5.0,5,,False,34.03891,-118.24033,605 S Central Ave,Los Angeles,CA,90021,Pizza,pizza,,1519.7140371417,Los Angeles
EtYraN2nwiuv2WQR8ZHDQg,Yang Ga Neh,5.0,13,$,False,34.0485835075378,-118.277124837041,1676 W 11th St,Los Angeles,CA,90015,Korean,korean,+12133813358,3105.574397516135,Los Angeles
WlpSmAMY8QU7crdTNcCwyg,Taqueria San Miguel,5.0,8,$,False,34.02825706481459,-118.24145742690472,1012 Hooper Ave,Los Angeles,CA,90011,"Street Vendors, Mexican","streetvendors, mexican",,2670.3366863639285,Los Angeles
WxnnhlYQpJ0ga5VD3fiKkQ,Fox and Moon Tearoom,5.0,7,,False,34.038778244340975,-118.22410667055205,609 S Anderson St,Los Angeles,CA,90023,Tea Rooms,tea,+12134662139,2342.269318682188,Los Angeles
xNtCF6Mv-dM34YWOpp6UyQ,Athina's Cake Studio,5.0,5,,False,34.160684,-118.213517,,Glendale,CA,91206,"Cooking Classes, Custom Cakes, Cupcakes","cookingclasses, customcakes, cupcakes",+18183249205,12378.808610770357,Los Angeles
H7i3248SjMskwf46fKjusA,Papa Pancho’s Tacos,5.0,5,,False,34.035018,-118.234296,1801 E 7th St,Los Angeles,CA,90021,Tacos,tacos,+19518973868,2097.8440508017416,Los Angeles
WyhjPBwNwvHtxP8f1pNf6w,Doobie Burgers,5.0,6,,False,34.10968428484237,-118.28758854721764,762 E Slauson Ave,Los Angeles,CA,90011,"Burgers, Caterers","burgers, catering",+12133166767,7562.722283361371,Los Angeles
0wlOzyGp3_skgNum2xEtXw,Comida,5.0,16,$,False,34.052187,-118.243425,,Los Angeles,CA,90042,"Street Vendors, Caterers","streetvendors, catering",+13235772328,25.37640194035853,Los Angeles
AjJbNSZ9AqTkPtpLmnbwww,Veganics,5.0,31,,False,34.0002111,-118.4406906,12809 Venice Blvd,Los Angeles,CA,90066,"Caterers, Bakeries, Vegan","catering, bakeries, vegan",+13103908343,19052.113257921905,Los Angeles
m7K8dP1sGanBxLbywZix7w,Tacos El Pumchis,5.0,5,,False,34.0899658203125,-118.328422546387,,Los Angeles,CA,90038,"Tacos, Street Vendors","tacos, streetvendors",+13236135953,9096.41873473712,Los Angeles
4E9-kPu7HDWsdd0MHaOEfw,Christy's Frosted Delights,5.0,28,,False,33.9218826293945,-118.139381408691,,Downey,CA,90242,"Bakeries, Cupcakes, Custom Cakes","bakeries, cupcakes, customcakes",+13106505799,18360.99369412321,Los Angeles
2bDwlRIVFeG7UGyV48Edjg,Petit Bonbon,5.0,5,,False,34.029314,-118.23873,,Los Angeles,CA,90021,"Desserts, Custom Cakes, Cupcakes","desserts, customcakes, cupcakes",+12138664513,2585.6789917323217,Los Angeles
__MKN_6UL5XLSF5BQmW1QQ,Casa del Tarasco,5.0,7,,False,33.99154000153,-118.265815,56th St,Los Angeles,CA,90011,"Mexican, Food Stands","mexican, foodstands",+13236297868,6885.461313671108,Los Angeles
xHy7ABKJIek842QW46CJUg,Wolf BBQ,5.0,8,,False,34.10877272141699,-118.19112289329924,,Highland Park,CA,90042,Pop-Up Restaurants,popuprestaurants,+13233340032,7938.419847255045,Los Angeles
-V2dSuGnKQTSAdL1PgpmJg,Kuba cafe,5.0,5,,False,33.80828068652984,-117.92365836939425,,Anaheim,CA,92802,"Food Trucks, Cuban, Caterers","foodtrucks, cuban, catering",+13473954707,40093.40841982109,Los Angeles
cYUa4QXP4lRhlYg_lDI_4g,Ranger Ted,5.0,8,,False,34.1116,-118.26126,,Los Angeles,CA,90039,"Parks, Walking Tours","parks, walkingtours",+12132473385,6607.249704286206,Los Angeles
EYGY8EBBiaEW9-cD8VAicA,Suda Chips Cookies,5.0,21,,False,33.954504,-118.308997,,Los Angeles,CA,90047,Desserts,desserts,+13103497352,12419.38396538035,Los Angeles
2b9pO7AgFhqWDNphlqTx0Q,Temptations Catering & Cookies,5.0,5,,False,34.1395597,-118.3870991,,Studio City,CA,91604,"Caterers, Bakeries","catering, bakeries",+18186066610,16392.470016177936,Los Angeles
rKqRIdlHJJNUTDCvAptL5w,Chinaloa Express,5.0,5,,False,34.08447,-118.22106,2640 N Figueroa St,Los Angeles,CA,90065,Pop-Up Restaurants,popuprestaurants,,4150.228272168297,Los Angeles
VH0-OYdh5GWsX5A8P1ItnQ,Magnolia Park Burbank,5.0,5,,False,34.1653358,-118.3540712,900-4400 W Magnolia Blvd,Burbank,CA,91505,Landmarks & Historical Buildings,landmarks,,16171.424074767558,Los Angeles
tElWOv4fpri8_GTltnmJGw,In The Black Cookie,5.0,14,,False,33.870906894804605,-117.9744602,3519 W Commonwealth Ave,Fullerton,CA,92833,"Specialty Food, Bakeries","gourmet, bakeries",+16263541671,31983.695457773476,Los Angeles
fe5euZTUUY4HR_-8avnxcA,Don't Touch My Cookies,5.0,43,,False,34.09069,-118.37053,,West Hollywood,CA,90046,Desserts,desserts,,13058.745827794717,Los Angeles
jYUMEyVa0mGU9DdMDbc81A, El Wichon,5.0,5,,False,34.05178,-118.21946,1526 East Cesar E Chavez Ave,Los Angeles,CA,90033,"Tacos, Food Stands","tacos, foodstands",+13237380591,2218.699279819964,Los Angeles
YgkDsyJJzGWGH55qIcqEjA,That Burger Guy,5.0,8,,False,33.922130549536575,-118.14148298180712,,Downey,CA,90242,Food Stands,foodstands,+15626828728,17262.572569517804,Los Angeles
vZV1maqHjPks7pmOdg9RkA,The Nest,5.0,5,,False,34.095463463745,-118.099757263327,515 S Del Mar Ave,San Gabriel,CA,91776,"Herbs & Spices, Health Markets, Seafood Markets","herbsandspices, healthmarkets, seafoodmarkets",+13106480400,14103.579882394806,Los Angeles
IqGQlvaQ5c-EAVfOHCyqyg,Green Farm Nutrition,5.0,9,,False,34.0499184315418,-118.344336871719,4972 W Pico Blvd,Los Angeles,CA,90019,"Nutritionists, Health Markets","nutritionists, healthmarkets",+13239371120,9275.06664783715,Los Angeles
3LXeUGLDyhW8gdntjQPjFA,Bee Jaa Raw Honey Shoppe,5.0,6,,False,34.000630755908915,-118.30875194560927,4710 S Western Ave,Los Angeles,CA,90062,"Ice Cream & Frozen Yogurt, Honey, Health Markets","icecream, honey, healthmarkets",,8295.815495661487,Los Angeles
UNGmwaU_0jZ7qYhAfJcung,Guru Meals,5.0,7,,False,34.03977,-118.2987,1842 W Washington Blvd,Los Angeles,CA,90007,"Health Markets, Vegetarian, Food Delivery Services","healthmarkets, vegetarian, fooddeliveryservices",+18188694383,5262.781825689408,Los Angeles
K4ZKMttYmn1ZO5tGNjdxBw,BCG Meals,4.9,41,,False,33.8050002879401,-118.12568331985888,5494 E 27th St,Long Beach,CA,90815,"Food Delivery Services, Health Markets","fooddeliveryservices, healthmarkets",+15626594268,29565.37105180021,Los Angeles
KeQuWFzytNV0H7eX8EXZQg,Nutrishop,4.8,112,$$,False,34.1464026367403,-118.100738557936,2393 E Colorado Blvd,Pasadena,CA,91107,"Health Markets, Vitamins & Supplements","healthmarkets, vitaminssupplements",+16267961296,16822.54578270125,Los Angeles
dXhlTiIrilxSeictZ47JZw,El Sereno Greengrocer,4.8,47,,False,34.0982967,-118.155555,5761 Huntington Dr N,Los Angeles,CA,90032,"Convenience Stores, Health Markets, Public Markets","convenience, healthmarkets, publicmarkets",+12136711693,9590.373399539629,Los Angeles
w0I9nanolEl78D-m8bCvyg,Glowing,4.8,245,$$,False,34.08134741836263,-118.25470838465576,1557 Echo Park Ave,Los Angeles,CA,90026,"Health Markets, Vegan, Juice Bars & Smoothies","healthmarkets, vegan, juicebars",+12135370680,3395.9619534442472,Los Angeles
YTCWxtvOb90CfIY6boS8jA,Nutrishop,4.8,96,$$,False,34.057122,-118.133809,428 S Atlantic Blvd,Monterey Park,CA,91754,"Health Markets, Vitamins & Supplements","healthmarkets, vitaminssupplements",+16262893516,10138.524769894118,Los Angeles
Dn_qfooc_zZZJ_1fPorgrQ,Nappily Naturals,4.8,126,,False,34.0047775,-118.3312338,4342 Degnan Blvd,Los Angeles,CA,90008,"Herbs & Spices, Health Markets","herbsandspices, healthmarkets",+13239036655,9637.191077091677,Los Angeles
-p0SHOtJoLEaz4QUg6e62A,Max Fitness Depot,5.0,4,$$,False,33.9465553,-118.1508512,7320 Firestone Blvd,Downey,CA,90241,"Health Markets, Nutritionists","healthmarkets, nutritionists",+15628065516,14534.678409702865,Los Angeles
S321F9X3MD9Zvtdw3X_f2Q,Kahala Kitchens,5.0,4,,False,34.06757,-118.24115,,Los Angeles,CA,90012,Health Markets,healthmarkets,,1460.6163651549057,Los Angeles
DP6ZNE_yfPTVyk3m2dh0Og,Wicked Cool Nuts,5.0,4,$$,False,34.16476,-118.37248,,Los Angeles,CA,91601,"Caterers, Health Markets","catering, healthmarkets",+12094253320,16789.792035039754,Los Angeles
9u7DRkaivKuGTWjAnKwaxg,Mother's Nutritional Center,4.8,16,,False,34.075951,-118.3012556,4222 W Beverly Blvd,Los Angeles,CA,90004,"Health Markets, Grocery","healthmarkets, grocery",+12134877447,5923.111096335142,Los Angeles
A2uoWaPeme5O_fUBLcwlBw,Yuen Fung Sum Yong Trading,4.7,7,$$,False,34.079105,-118.0908812,1635 S San Gabriel Blvd,San Gabriel,CA,91776,"Health Markets, Imported Food","healthmarkets, importedfood",+16262805028,14391.051676714786,Los Angeles
